id,zanr 
543526,Action RPG
162668,Action
162668,Shooter
162668,First-Person
162668,Tactical
162668,Modern
145805,Action
145805,Action Adventure
145805,General
145805,Fantasy
482127,Puzzle
482127,General
106041,Action Adventure
106041,Historic
539800,Action
539800,Platformer
539800,2D
539549,Miscellaneous
539549,Compilation
534560,Adventure
534560,Point-and-Click
532960,Adventure
532960,General
526350,Action
526350,Platformer
526350,2D
299335,Strategy
299335,General
288625,Role-Playing
288625,Action RPG
288625,PC-style RPG
288625,Western-Style
155845,Action
155845,Miscellaneous
155845,Puzzle
155845,Platformer
155845,General
155845,3D
153741,Action
153741,Shooter
153741,First-Person
153741,Historic
153741,Arcade
109816,Action
109816,Fighting
109816,3D
162421,Action
162421,Platformer
162421,3D
351920,Action
351920,General
114976,Sports
114976,Traditional
114976,Team
114976,Baseball
114976,Sim
142941,Action
142941,Adventure
142941,Beat-'Em-Up
142941,Fantasy
142941,Third-Person
142941,3D
182343,Miscellaneous
182343,Puzzle
182343,Stacking
443524,Action
443524,Shooter
443524,First-Person
443524,Arcade
539583,Adventure
539583,Action Adventure
539583,General
560724,Racing
560724,Simulation
560724,Automobile
105165,Role-Playing
105165,Console-style RPG
455157,Action
455157,Platformer
455157,2D
239213,Action Adventure
239213,Fantasy
239213,Open-World
111999,Strategy
111999,Turn-Based
111999,Fantasy
111999,Tactics
104161,Action
104161,Fighting
104161,2D
108240,Action
108240,Shooter
108240,Third-Person
108240,Modern
108240,Arcade
514382,Action
514382,Platformer
514382,2D
464535,Strategy
464535,Real-Time
464535,General
452569,Action
452569,Shooter
452569,Third-Person
452569,Tactical
108411,Miscellaneous
108411,Compilation
162463,Miscellaneous
162463,Compilation
103396,Action
103396,Shooter
103396,Third-Person
103396,Modern
103396,Arcade
102378,Strategy
102378,Real-Time
102378,Fantasy
102378,General
163155,Action
163155,Shooter
163155,First-Person
163155,Sci-Fi
161303,Action
161303,Platformer
161303,3D
161057,Action
161057,Fighting
161057,3D
101792,Miscellaneous
101792,Compilation
160690,Role-Playing
160690,Console-style RPG
100351,Action Adventure
100351,Adventure
100351,General
100351,Horror
510956,Simulation
510956,Space
510956,Combat
200732,Action Adventure
200732,Horror
200732,Survival
515215,Role-Playing
515215,Japanese-Style
499107,Strategy
499107,Management
499107,Business / Tycoon
560971,Action
560971,Platformer
560971,2D
556434,Role-Playing
556434,Japanese-Style
547683,Action Adventure
547683,Survival
549309,Adventure
549309,Visual Novel
506029,Adventure
506029,General
499023,Role-Playing
499023,Massively Multiplayer
498794,Puzzle
498794,Hidden Object
104142,Driving
104142,Racing
104142,Simulation
104142,GT / Street
104142,Automobile
206739,Sports
206739,General
102416,Action
102416,Shooter
102416,First-Person
102416,Historic
102416,Arcade
110146,Role-Playing
110146,Console-style RPG
110146,Action RPG
110146,Japanese-Style
523656,Action
523656,Strategy
523656,Real-Time
523656,General
520172,Action
520172,Shooter
520172,First-Person
520172,Arcade
113303,Miscellaneous
113303,Puzzle
113303,Action
403739,Sci-Fi
403739,Action Adventure
403739,Open-World
325826,Action
325826,Miscellaneous
325826,Rhythm
325826,Dancing
103673,Sports
103673,Traditional
103673,Tennis
534923,Role-Playing
534923,Action RPG
534923,Western-Style
517380,Strategy
517380,Real-Time
517380,MOBA
202659,Miscellaneous
202659,General
546093,Action
546093,Platformer
546093,2D
542149,Action Adventure
542149,Linear
509409,Role-Playing
509409,Action RPG
242669,Miscellaneous
242669,Puzzle
242669,General
162308,Action
162308,Fighting
162308,3D
114817,Driving
114817,Racing
114817,Simulation
114817,Rally / Offroad
114817,Automobile
551356,Action Adventure
551356,Survival
107540,Strategy
107540,Real-Time
107540,Wargame
107540,General
491320,Action
491320,General
167639,Action Adventure
167639,Horror
167639,Survival
531108,Action Adventure
531108,General
325885,Modern
325885,Action
325885,Shooter
325885,First-Person
325885,Tactical
108186,Miscellaneous
108186,Party
108186,Party / Minigame
568729,Miscellaneous
568729,Board / Card Game
557034,Role-Playing
557034,Roguelike
545837,Strategy
545837,Turn-Based
545837,Tactics
111973,Strategy
111973,Miscellaneous
111973,Real-Time
111973,Party
111973,Fantasy
111973,General
327205,Strategy
327205,Turn-Based
327205,Fantasy
327205,Tactics
218125,Shooter
218125,Modern
218125,Action
218125,First-Person
218125,Tactical
245207,Sports
245207,Traditional
245207,Team
245207,Football
245207,Arcade
245207,Sim
237168,Strategy
237168,Turn-Based
237168,Fantasy
237168,Tactics
550733,Racing
550733,Arcade
550733,Automobile
523759,Adventure
523759,3D
523759,First-Person
376330,Action
376330,Platformer
376330,2D
115217,Action
115217,Strategy
115217,General
115217,Real-Time
547882,Racing
547882,Arcade
547882,Automobile
142847,Role-Playing
142847,Console-style RPG
142847,Japanese-Style
106743,Driving
106743,Racing
106743,Simulation
106743,Formula One
106743,Automobile
495566,Racing
495566,Arcade
495566,Automobile
188859,Sports
188859,Traditional
188859,Soccer
188859,Arcade
185504,Adventure
185504,General
101357,Adventure
101357,3D
101357,Modern
101357,Third-Person
481056,Role-Playing
481056,Japanese-Style
541931,Strategy
541931,Turn-Based
541931,Card Battle
512989,Action
512989,Platformer
512989,3D
103716,Miscellaneous
103716,Compilation
162078,Action Adventure
162078,Horror
102980,Role-Playing
102980,Console-style RPG
102197,Role-Playing
102197,Massively Multiplayer Online
102197,Fantasy
102485,Sports
102485,Traditional
102485,Basketball
102485,Sim
102975,Sports
102975,Traditional
102975,Boxing
102934,Sports
102934,Traditional
102934,Basketball
102934,Sim
252856,Action
252856,Action Adventure
252856,General
252856,Linear
193396,Strategy
193396,Breeding/Constructing
193396,General
193396,Management
193396,Business / Tycoon
161716,Action Adventure
161716,Modern
163739,Action
163739,Shooter
163739,Third-Person
163739,Modern
163739,Arcade
112037,Action
112037,Simulation
112037,Flight
112037,Modern Jet
112037,Combat
325914,General
325914,Action
325914,Platformer
325914,Shooter
325914,2D
325914,Shoot-'Em-Up
325914,Horizontal
172570,Action
172570,Shooter
172570,Scrolling
172570,Shoot-'Em-Up
172570,Vertical
567453,Action
567453,Platformer
567453,2D
522832,Action
522832,Shooter
522832,Shoot-'Em-Up
522832,Top-Down
166498,Action
166498,Action Adventure
166498,Sci-Fi
166498,General
166498,Shooter
166498,Third-Person
166498,Tactical
162928,Miscellaneous
162928,Puzzle
162928,Matching
108222,Driving
108222,Racing
108222,Arcade
108222,Rally / Offroad
108222,Automobile
104046,Action Adventure
104046,Sci-Fi
540207,Adventure
540207,3D
540207,First-Person
108131,Adventure
108131,General
124918,Adventure
124918,General
569213,Miscellaneous
569213,Party / Minigame
523101,Action
523101,Platformer
523101,2D
346749,Action
346749,General
107990,Role-Playing
107990,Action RPG
219085,Adventure
219085,General
219085,Point-and-Click
508553,Action
508553,Adventure
508553,General
508553,3D
508553,Third-Person
500981,Strategy
500981,Turn-Based
500981,General
108071,Role-Playing
108071,Massively Multiplayer Online
108071,Massively Multiplayer
108071,Fantasy
101878,Strategy
101878,Real-Time
101878,Historic
101878,General
101878,Tactics
105171,Action Adventure
105171,Fantasy
556940,Racing
556940,Arcade
556940,Automobile
494188,Miscellaneous
494188,Adventure
494188,General
239211,Action Adventure
239211,Fantasy
239211,Open-World
112831,Role-Playing
112831,Action RPG
517382,Strategy
517382,Real-Time
517382,MOBA
171966,Action
171966,Platformer
171966,2D
110252,Sports
110252,Alternative
110252,Rugby
107614,Adventure
107614,General
108185,Miscellaneous
108185,Puzzle
108185,Matching
173961,Driving
173961,Racing
173961,Mission-based
173961,General
173961,Arcade
173961,Automobile
523053,Action
523053,Shooter
523053,Shoot-'Em-Up
523053,Top-Down
412871,Historic
412871,Action Adventure
412871,Open-World
182712,Miscellaneous
182712,Puzzle
182712,General
182712,Action
106080,Miscellaneous
106080,Edutainment
501405,Role-Playing
501405,General
115024,Action
115024,Miscellaneous
115024,Rhythm
115024,Music
492827,Action
492827,Shooter
492827,First-Person
492827,Arcade
111153,Action
111153,Simulation
111153,Flight
111153,Combat
105319,Action Adventure
105319,Adventure
105319,General
105319,Horror
135704,Action Adventure
135704,Fantasy
135704,General
496880,Action Adventure
496880,General
496880,Linear
557214,Action Adventure
557214,Survival
565954,Adventure
565954,General
547682,Action Adventure
547682,Survival
535382,Action Adventure
535382,General
496779,Action
496779,Shooter
496779,First-Person
496779,Arcade
391529,Scrolling
391529,Action
391529,Shooter
391529,Shoot-'Em-Up
391529,Vertical
176557,Action
176557,Shooter
176557,Static
176557,Shoot-'Em-Up
176557,Vertical
185524,Action
185524,Fighting
185524,3D
111383,Action Adventure
111383,Modern
111383,General
109016,Action Adventure
109016,Fantasy
109016,General
564426,Miscellaneous
564426,Application
560385,Action Adventure
560385,Linear
499301,Role-Playing
499301,Action RPG
305091,Action
305091,Shooter
305091,First-Person
305091,Sci-Fi
305091,Arcade
214240,Simulation
214240,Miscellaneous
214240,Virtual Life
214240,Virtual
161823,Strategy
161823,Turn-Based
161823,Modern
102472,Strategy
102472,Turn-Based
102472,Real-Time
102472,Fantasy
102472,Artillery
102137,Action
102137,Platformer
102137,3D
101897,Action Adventure
101897,Modern
101775,Simulation
101775,Flight
101775,Helicopter
101775,Combat
101775,Civilian
101347,Role-Playing
101347,General
101347,PC-style RPG
101347,Western-Style
160896,Action Adventure
160896,Horror
101152,Role-Playing
101152,Action RPG
100200,Simulation
100200,Sci-Fi
100200,Space
100200,Large Spaceship
100200,Civilian
100221,Strategy
100221,Real-Time
100221,Fantasy
100221,General
100221,Command
231124,Action Adventure
231124,Fantasy
231124,General
182298,Action
182298,Miscellaneous
182298,Rhythm
182298,Dancing
164324,Action
164324,General
164324,Platformer
164324,2D
499319,Action Adventure
499319,Open-World
108515,Driving
108515,Racing
108515,GT / Street
558455,Strategy
558455,Turn-Based
558455,Tactics
180288,Role-Playing
180288,Console-style RPG
180288,Japanese-Style
101485,Simulation
101485,Miscellaneous
101485,Virtual Life
101485,Virtual
520490,Strategy
520490,Turn-Based
520490,Tactics
542670,Strategy
542670,Real-Time
542670,General
542670,Command
345724,Strategy
345724,Turn-Based
345724,General
345724,Historic
113794,Miscellaneous
113794,Board Games
113794,Board / Card Game
103748,Strategy
103748,Turn-Based
103748,Sci-Fi
103748,General
437560,Action
437560,Shooter
437560,Shoot-'Em-Up
437560,Top-Down
480934,Strategy
480934,Real-Time
480934,MOBA
542654,Racing
542654,Simulation
542654,Automobile
524455,Action
524455,General
109210,Sports
109210,Traditional
109210,Team
109210,Baseball
109210,Sim
543919,Role-Playing
543919,Action RPG
433052,Action Adventure
433052,General
192220,Strategy
192220,Turn-Based
192220,Fantasy
192220,General
174998,Strategy
174998,Miscellaneous
174998,Turn-Based
174998,Card Battle
143058,Action
143058,Shooter
143058,First-Person
143058,Sci-Fi
143058,Tactical
105239,Role-Playing
105239,Console-style RPG
519396,Action
519396,General
151369,Action
151369,Role-Playing
151369,Action RPG
151369,Shooter
151369,Third-Person
151369,Sci-Fi
151369,Arcade
110253,Driving
110253,Racing
110253,Arcade
110253,Rally / Offroad
110253,Automobile
506590,Action Adventure
506590,Puzzle
506590,Action
506590,General
495405,Adventure
495405,3D
495405,First-Person
173967,Action
173967,Strategy
173967,Shooter
173967,General
173967,Scrolling
173967,Shoot-'Em-Up
173967,Vertical
111408,Action
111408,General
107334,Driving
107334,Racing
107334,Motorcycle
107334,Street
109876,Action
109876,Sports
109876,Fighting
109876,Individual
109876,Wrestling
109876,Combat
414436,Action
414436,Fighting
414436,2D
543794,Action
543794,Shooter
543794,First-Person
543794,Arcade
520166,Action
520166,Role-Playing
520166,Platformer
520166,Action RPG
520166,2D
526151,Strategy
526151,Real-Time
526151,General
523296,Role-Playing
523296,Action RPG
515628,Role-Playing
515628,Japanese-Style
506421,Sports
506421,Team
506421,Basketball
506421,Sim
512695,Action
512695,Shooter
512695,First-Person
512695,Arcade
499858,General
499858,Adventure
499858,Visual Novel
507351,Action Adventure
507351,General
506736,Action
506736,Pinball
504198,Adventure
504198,Point-and-Click
495865,General
495865,Adventure
495865,Point-and-Click
439528,Action Adventure
439528,Survival
245961,Role-Playing
245961,General
245961,Roguelike
229245,Miscellaneous
229245,Puzzle
229245,Action
229245,General
145685,Driving
145685,Racing
145685,Arcade
145685,Automobile
143139,Action
143139,Sports
143139,Fighting
143139,Individual
143139,Wrestling
143139,Combat
113432,Adventure
113432,General
113432,Point-and-Click
111092,Miscellaneous
111092,Parlor
111092,Gambling
107085,Driving
107085,Racing
107085,Arcade
107085,Automobile
162455,Miscellaneous
162455,Puzzle
162455,Matching
162575,Action
162575,Platformer
162575,2D
162337,Action Adventure
162337,Modern
101284,Strategy
101284,Real-Time
101284,Historic
101284,General
161659,Driving
161659,Racing
161659,GT / Street
161567,Driving
161567,Racing
161567,Motorcycle
161567,Motocross
101443,Role-Playing
101443,General
100618,Action
100618,Shooter
100618,General
100618,First-Person
100618,Tactical
100618,Historic
143262,Simulation
143262,Miscellaneous
143262,Virtual Life
143262,Virtual
114436,Action
114436,General
428855,Action
428855,General
114531,Action
114531,Fighting
114531,3D
113627,Miscellaneous
113627,Puzzle
113627,Action
548964,Puzzle
548964,Action
216207,Action
216207,Miscellaneous
216207,Puzzle
216207,General
216207,Platformer
216207,2D
103176,Role-Playing
103176,Massively Multiplayer Online
103176,Massively Multiplayer
103176,Fantasy
112090,Miscellaneous
112090,Adventure
112090,General
112090,Compilation
112090,3D
112090,Point-and-Click
112090,Third-Person
111542,Strategy
111542,Turn-Based
111542,Sci-Fi
111542,General
557635,Racing
557635,Arcade
557635,Automobile
146778,Adventure
146778,General
494194,Action
494194,Shooter
494194,Third-Person
494194,Arcade
502231,Strategy
502231,Turn-Based
502231,Tactics
530220,Adventure
530220,General
522969,Action Adventure
522969,Open-World
556435,Role-Playing
556435,General
531978,Adventure
531978,3D
531978,First-Person
234304,Action
234304,Sports
234304,Fighting
234304,Individual
234304,Wrestling
234304,Combat
531109,Puzzle
531109,Action
163256,Miscellaneous
163256,Compilation
231753,Action Adventure
231753,Horror
231753,Survival
422809,Action
422809,Beat-'Em-Up
422809,3D
558541,Action Adventure
558541,Open-World
541382,Puzzle
541382,Matching
532496,Miscellaneous
532496,Compilation
494753,Action
494753,Shooter
494753,First-Person
494753,Arcade
142946,Action
142946,Miscellaneous
142946,Rhythm
142946,Music Maker
142946,Music
105393,Strategy
105393,Real-Time
105393,Military
217607,Action
217607,Shooter
217607,Scrolling
217607,Shoot-'Em-Up
217607,Top-Down
131086,Action
131086,Sports
131086,Fighting
131086,Individual
131086,Wrestling
131086,Combat
521475,Action
521475,Platformer
521475,3D
509991,Action
509991,Platformer
509991,3D
323279,Role-Playing
323279,Action RPG
323279,Japanese-Style
161766,Action
161766,Platformer
161766,2D
102228,Strategy
102228,Tycoon
102228,Management
102228,Business / Tycoon
161280,Action Adventure
161280,Fantasy
101259,Strategy
101259,Real-Time
101259,General
101259,Command
245968,Horror
245968,Action Adventure
245968,Survival
217341,Role-Playing
217341,Action RPG
114063,Action
114063,Miscellaneous
114063,Rhythm
114063,Music
512985,Action
512985,Rhythm
512985,Music
491482,Action Adventure
491482,Sandbox
491482,Open-World
502058,Action
502058,Beat-'Em-Up
502058,3D
143008,Modern
143008,Action
143008,Shooter
143008,First-Person
143008,Sci-Fi
143008,Arcade
531479,Role-Playing
531479,Action RPG
326180,Action
326180,First-Person
326180,Sci-Fi
326180,Shooter
326180,Strategy
326180,Real-Time
326180,Defense
535692,Action Adventure
535692,General
299333,Strategy
299333,Turn-Based
299333,General
299333,Fantasy
299333,Tactics
540924,Role-Playing
540924,Action RPG
219368,Action
219368,Platformer
219368,2D
107886,Miscellaneous
107886,Compilation
510677,Role-Playing
510677,Action RPG
219921,Action
219921,Shooter
219921,First-Person
219921,Fantasy
219921,General
219921,Arcade
106774,Action
106774,Beat-'Em-Up
539560,Action Adventure
539560,Survival
520380,Action Adventure
520380,General
438360,Strategy
438360,Turn-Based
438360,Tactics
192966,Miscellaneous
192966,Action Adventure
192966,Fantasy
192966,Compilation
184603,Action
184603,Fighting
184603,3D
163030,Action Adventure
163030,Sci-Fi
509161,General
509161,Strategy
509161,Turn-Based
509161,Tactics
518065,Action
518065,Shooter
518065,Shoot-'Em-Up
518065,Vertical
480980,Action
480980,Shooter
480980,Shoot-'Em-Up
480980,Top-Down
443087,Action Adventure
443087,Open-World
143009,Modern
143009,Action
143009,Shooter
143009,First-Person
143009,Sci-Fi
143009,Arcade
530427,Action
530427,Platformer
530427,2D
107446,Action
107446,Shooter
107446,First-Person
107446,Historic
107446,Arcade
163367,Role-Playing
163367,Console-style RPG
313427,Miscellaneous
313427,Action
313427,Rhythm
313427,Music
143317,Action
143317,Miscellaneous
143317,Rhythm
143317,Dancing
110166,Role-Playing
110166,Massively Multiplayer Online
110166,Massively Multiplayer
110166,Modern
114314,Action
114314,Shooter
114314,Third-Person
114314,Modern
114314,Arcade
110429,Role-Playing
110429,Console-style RPG
110429,Japanese-Style
222262,Action
222262,Fighting
222262,2D
114643,Action
114643,Shooter
114643,Third-Person
114643,Tactical
114643,Modern
111123,Miscellaneous
111123,Puzzle
111123,Action
111123,General
104144,Driving
104144,Racing
104144,Simulation
104144,GT / Street
104144,Automobile
473815,Adventure
473815,Point-and-Click
522801,Action Adventure
522801,General
127039,Action
127039,Shooter
127039,First-Person
127039,Sci-Fi
127039,Arcade
381511,Historic
381511,Action Adventure
381511,Open-World
514467,Puzzle
514467,Action
336253,Action
336253,Platformer
336253,2D
336253,3D
322469,WWI
322469,Simulation
322469,Flight
322469,WWII
322469,Combat
310358,Role-Playing
310358,Miscellaneous
310358,Adventure
310358,General
310358,Massively Multiplayer
310358,Application
162354,Sports
162354,Traditional
162354,Soccer
162354,Sim
161876,Role-Playing
161876,Action RPG
103518,Strategy
103518,Turn-Based
103518,Historic
101817,Driving
101817,Racing
101817,Simulation
101817,Formula One
101817,Automobile
101870,Simulation
101870,Sci-Fi
101870,Mech
101929,Action Adventure
101929,Historic
161055,Action Adventure
161055,Sci-Fi
161973,Driving
161973,Racing
161973,Rally / Offroad
160841,Simulation
160841,Flight
160841,Modern Jet
103511,Driving
103511,Racing
103511,Arcade
103511,Automobile
498427,Action
498427,Platformer
498427,Shooter
498427,2D
498427,Light Gun
145772,Action
145772,Fighting
145772,3D
565927,Action Adventure
565927,Open-World
260140,Platformer
260140,2D
260140,Action
107453,Action
107453,Fighting
107453,3D
513938,Action
513938,General
294688,Driving
294688,Racing
294688,Arcade
294688,Mission-based
294688,Automobile
172467,Role-Playing
172467,General
172467,Console-style RPG
172467,Japanese-Style
230433,General
230433,Action
109814,Sports
109814,Traditional
109814,Team
109814,Baseball
109814,Management
109814,Sim
106806,Action
106806,Shooter
106806,First-Person
106806,Modern
106806,Arcade
113937,Action Adventure
113937,Adventure
113937,General
113937,Fantasy
107019,Role-Playing
107019,General
125740,Action
125740,General
103186,Role-Playing
103186,Action RPG
497544,Action
497544,Beat-'Em-Up
497544,3D
531293,Action
531293,Shooter
531293,Shoot-'Em-Up
531293,Top-Down
537854,Strategy
537854,Real-Time
537854,Defense
548005,Adventure
548005,Visual Novel
522598,Miscellaneous
522598,Compilation
542864,Action
542864,Miscellaneous
542864,Platformer
542864,Party / Minigame
542864,2D
540522,Adventure
540522,General
539365,Action
539365,Shooter
539365,First-Person
539365,Arcade
511791,Action
511791,Shooter
511791,Shoot-'Em-Up
511791,Top-Down
200167,Action
200167,General
107659,Sports
107659,Traditional
107659,Individual
107659,Boxing
107659,Combat
107659,Boxing / Martial Arts
161490,Sports
161490,Traditional
161490,Boxing
101811,Action Adventure
101811,Horror
151269,Action
151269,Adventure
151269,General
151269,Platformer
151269,3D
106272,Sports
106272,Traditional
106272,Team
106272,Football
106272,Sim
499283,Action Adventure
499283,Open-World
210226,Action
210226,Shooter
210226,First-Person
210226,Historic
210226,Modern
210226,Arcade
520225,Action
520225,General
107761,Strategy
107761,Real-Time
107761,Military
107761,General
529520,Adventure
529520,General
499922,Action
499922,General
485412,Action
485412,Shooter
485412,Shoot-'Em-Up
485412,Top-Down
480998,Action
480998,Beat-'Em-Up
480998,3D
115444,Action
115444,Shooter
115444,Scrolling
115444,Shoot-'Em-Up
115444,Vertical
110397,Sports
110397,Traditional
110397,Team
110397,Soccer
110397,Sim
105802,Driving
105802,Racing
105802,Simulation
105802,GT / Street
105802,Automobile
110948,Action Adventure
110948,Historic
110948,General
110948,Open-World
501461,Action
501461,Simulation
501461,Flight
501461,General
501461,Combat
243654,Action
243654,Shooter
243654,First-Person
243654,Fantasy
243654,Arcade
502056,Role-Playing
502056,Japanese-Style
539529,Action
539529,General
539547,Miscellaneous
539547,Compilation
522339,Adventure
522339,Point-and-Click
503099,Adventure
503099,Point-and-Click
497680,Action Adventure
497680,General
182713,Miscellaneous
182713,Puzzle
182713,General
110144,Role-Playing
110144,Console-style RPG
110144,Action RPG
110144,Japanese-Style
506435,Action
506435,Beat-'Em-Up
506435,3D
509231,Action Adventure
509231,General
471085,Strategy
471085,Turn-Based
471085,Tactics
346711,Adventure
346711,General
346711,Point-and-Click
109299,Adventure
109299,First-Person
109299,General
109299,Point-and-Click
109299,Fantasy
109497,Adventure
109497,General
109497,3D
109497,Point-and-Click
109497,Third-Person
559632,Adventure
559632,General
548027,Action
548027,Shooter
548027,First-Person
548027,Arcade
510213,Role-Playing
510213,Action RPG
355042,Horror
355042,Action Adventure
355042,Survival
248671,Action
248671,Miscellaneous
248671,Rhythm
248671,Music
110260,Simulation
110260,Miscellaneous
110260,Virtual Life
110260,Virtual
162329,Action
162329,Shooter
162329,Third-Person
162329,Historic
162236,Miscellaneous
162236,Compilation
102810,Action
102810,Beat-'Em-Up
102810,2D
102810,3D
161759,Driving
161759,Racing
161759,GT / Street
161319,Action
161319,Fighting
161319,2D
161047,Driving
161047,Mission-based
161092,Driving
161092,Racing
161092,Motorcycle
161092,Motocross
161177,Miscellaneous
161177,Rhythm
161177,Dancing
111849,Action
111849,General
111849,Shooter
111849,First-Person
111849,Arcade
539389,Role-Playing
539389,Japanese-Style
448154,Action
448154,Platformer
448154,2D
162931,Miscellaneous
162931,Compilation
103607,Role-Playing
103607,Console-style RPG
163074,Driving
163074,Racing
163074,GT / Street
562302,Miscellaneous
562302,Compilation
527274,Adventure
527274,General
541938,Strategy
541938,Turn-Based
541938,Tactics
493764,Strategy
493764,Turn-Based
493764,Tactics
245748,Horror
245748,Action Adventure
245748,Survival
213202,Action
213202,Miscellaneous
213202,Rhythm
213202,Dancing
143236,Action
143236,Miscellaneous
143236,General
151342,Action Adventure
151342,Puzzle
151342,Action
151342,Fantasy
151342,General
110232,Sports
110232,Traditional
110232,Team
110232,Ice Hockey
110232,Sim
108733,Sports
108733,Alternative
108733,Individual
108733,Snowboarding
108733,Ski / Snowboard
181010,Adventure
181010,General
282977,Sports
282977,Traditional
282977,Team
282977,Soccer
282977,Sim
520167,Strategy
520167,General
491873,Action
491873,Action Adventure
491873,General
491873,Platformer
491873,2D
233455,Miscellaneous
233455,Puzzle
233455,General
233455,Logic
550064,Strategy
550064,Management
550064,Business / Tycoon
510434,Adventure
510434,Point-and-Click
496330,Action Adventure
496330,Survival
482463,Action
482463,Platformer
482463,2D
190682,Action
190682,Fighting
190682,3D
214052,Action
214052,Action Adventure
214052,General
214052,Survival
245938,Action
245938,Shooter
245938,First-Person
245938,Modern
245938,Action Adventure
245938,General
501642,Adventure
501642,3D
501642,First-Person
513536,Role-Playing
513536,General
152674,Driving
152674,Racing
152674,Simulation
152674,Motorcycle
152674,Automobile
152674,Street
104266,Action
104266,Shooter
104266,Third-Person
104266,Sci-Fi
104266,Arcade
495895,Action Adventure
495895,General
495895,Survival
504801,Simulation
504801,Vehicle
504801,Combat
220574,Strategy
220574,Turn-Based
220574,Fantasy
220574,General
192794,Action
192794,Adventure
192794,General
192794,Platformer
192794,2D
561152,Action
561152,Shooter
561152,First-Person
561152,Arcade
555986,Action
555986,Shooter
555986,Third-Person
555986,Tactical
521850,Adventure
521850,3D
521850,First-Person
534080,Action
534080,Beat-'Em-Up
534080,3D
523745,Action Adventure
523745,General
523745,Open-World
527094,Action
527094,Shooter
527094,First-Person
527094,Tactical
527094,Arcade
510997,Sports
510997,Team
510997,Futuristic
321404,Action Adventure
321404,General
321404,Modern
213279,Action
213279,Miscellaneous
213279,Parlor
213279,Pinball
154620,Action
154620,Shooter
154620,First-Person
154620,Sci-Fi
154620,Arcade
107177,Strategy
107177,City Building
107177,Management
107177,Historic
107177,Government
103603,Action
103603,Shooter
103603,First-Person
103603,Fantasy
162315,Action
162315,Shooter
162315,First-Person
162315,Historic
103428,Strategy
103428,Real-Time
103428,Historic
103428,General
161578,Action
161578,Shooter
161578,First-Person
161578,Tactical
161578,Modern
103094,Adventure
103094,3D
103094,First-Person
103094,Modern
161153,Sports
161153,Alternative
161153,Snowboarding
161139,Action
161139,Platformer
161139,2D
163144,Action
163144,General
102944,Role-Playing
102944,PC-style RPG
102944,Western-Style
162868,Action Adventure
162868,Fantasy
451581,Action
451581,Adventure
451581,General
451581,Point-and-Click
559892,Action
559892,Rhythm
559892,Music
113537,Miscellaneous
113537,Puzzle
113537,Action
162103,Sports
162103,Traditional
162103,Golf
162103,Arcade
209843,Action
209843,Fighting
209843,2D
109004,Miscellaneous
109004,Puzzle
109004,General
510673,Role-Playing
510673,Action RPG
130423,Miscellaneous
130423,Puzzle
130423,Action
500365,Adventure
500365,Point-and-Click
537408,Shooter
537408,Shoot-'Em-Up
537408,Horizontal
537408,Action
537408,Rhythm
537408,Music
552133,Strategy
552133,Management
552133,Business / Tycoon
552399,Role-Playing
552399,Action RPG
546177,Racing
546177,Simulation
546177,Automobile
521590,Simulation
521590,Flight
521590,Combat
507231,Miscellaneous
507231,Board / Card Game
463112,Strategy
463112,Turn-Based
463112,Tactics
245739,First-Person
245739,Massively Multiplayer Online
245739,Fantasy
245739,Role-Playing
245739,Massively Multiplayer
256168,Sports
256168,Traditional
256168,Team
256168,Soccer
256168,Sim
108294,Action
108294,Miscellaneous
108294,Rhythm
108294,Dancing
491940,Miscellaneous
491940,Board / Card Game
162733,Miscellaneous
162733,Rhythm
162733,Dancing
180752,Simulation
180752,General
193878,Action
193878,Role-Playing
193878,General
193878,Action RPG
112734,Action
112734,Shooter
112734,Static
112734,Shoot-'Em-Up
112734,Vertical
111221,Simulation
111221,Miscellaneous
111221,Virtual Life
111221,Virtual
105872,Action
105872,Platformer
105872,3D
219358,Action
219358,Platformer
219358,2D
154947,Miscellaneous
154947,General
114106,Action
114106,Miscellaneous
114106,Rhythm
114106,Music
130424,Action Adventure
130424,Fantasy
130424,General
320397,Action
320397,General
113890,Miscellaneous
113890,Puzzle
113890,Matching
543708,Action Adventure
543708,Open-World
543708,Role-Playing
543708,Action RPG
112603,Sports
112603,Traditional
112603,Team
112603,Soccer
112603,Sim
102438,Action
102438,Shooter
102438,First-Person
102438,Historic
102438,Arcade
482141,Strategy
482141,Turn-Based
482141,4X
154765,Role-Playing
154765,General
154765,Massively Multiplayer Online
154765,Massively Multiplayer
154765,Fantasy
540404,Simulation
540404,Flight
540404,Combat
543815,Action
543815,Rhythm
543815,Dancing
537114,Role-Playing
537114,Massively Multiplayer
539318,Action Adventure
539318,Open-World
536898,Miscellaneous
536898,Compilation
519469,Adventure
519469,General
510272,Role-Playing
510272,Action RPG
494335,Strategy
494335,Turn-Based
494335,4X
513479,Adventure
513479,Point-and-Click
496492,Action
496492,Shooter
496492,First-Person
496492,Tactical
497098,Role-Playing
497098,Action RPG
496075,Role-Playing
496075,Western-Style
472970,Action
472970,Platformer
472970,2D
452538,Role-Playing
452538,Action RPG
452538,Western-Style
143088,Sports
143088,Traditional
143088,Team
143088,Soccer
143088,Sim
162121,Sports
162121,Traditional
162121,Football
162121,Sim
161690,Sports
161690,Traditional
161690,Baseball
161690,Sim
161072,Sports
161072,Traditional
